
 6.19169,  5.09795, 431.98473, -12.15916, 14.66639, -5.22248, -6.23270, -2.94272, 377.77975, -11.38469, -20.08167,  4.14345
 6.06868,  4.84927, 431.98473, -12.15916, 14.66639, -5.20521, -6.51973, -2.73549, 377.77975, -11.38469, -20.17192,  4.24704
 6.60174,  4.68348, 431.15717, -12.31405, 14.66639, -5.15342, -6.56074, -2.90127, 378.19352, -11.46214, -20.12680,  4.30746
 6.23270,  4.93216, 431.98473, -12.31405, 14.66639, -5.12752, -6.15069, -3.14995, 378.19352, -11.61703, -20.21705,  4.18661
 5.65863,  4.68348, 431.57095, -12.39150, 14.71151, -5.11026, -6.47873, -3.19140, 378.60730, -11.69448, -20.26218,  4.28157
 5.98667,  4.72493, 431.15717, -12.31405, 14.66639, -5.30017, -6.31471, -3.31574, 379.84864, -11.77193, -20.30730,  4.22114
 5.90466,  4.76638, 431.57095, -12.39150, 14.71151, -5.23974, -6.31471, -3.19140, 380.67620, -11.77193, -20.30730,  4.26430
 5.37160,  4.35191, 431.57095, -12.39150, 14.71151, -5.24837, -6.39672, -2.94272, 380.67620, -11.92682, -20.39756,  4.26430
 5.78165,  4.80782, 431.15717, -12.31405, 14.75664, -5.22248, -6.51973, -2.94272, 381.08997, -11.84937, -20.26218,  4.11756
 5.98667,  4.76638, 430.32961, -12.46895, 14.66639, -5.18795, -6.10968, -2.44536, 381.08997, -12.00427, -20.35243,  4.28157
 5.90466,  4.43480, 430.32961, -12.46895, 14.66639, -5.24837, -6.60174, -3.23285, 381.08997, -12.00427, -20.35243,  4.21251
 5.61763,  4.84927, 429.08828, -12.39150, 14.62126, -5.16205, -6.47873, -2.90127, 381.91753, -12.00427, -20.35243,  4.20388
 5.90466,  4.80782, 429.08828, -12.54640, 14.71151, -5.15342, -6.80676, -3.14995, 381.50375, -12.08171, -20.39756,  4.13482
 5.53562,  4.55914, 428.67450, -12.62384, 14.66639, -5.23974, -6.39672, -3.27429, 382.33131, -12.23661, -20.39756,  4.17798
 5.57663,  4.55914, 428.67450, -12.62384, 14.66639, -5.28290, -6.31471, -3.39863, 381.91753, -12.31405, -20.35243,  4.08303
 5.94567,  4.60059, 428.67450, -12.62384, 14.66639, -5.17068, -6.60174, -3.48153, 381.91753, -12.31405, -20.35243,  4.05713
 5.33060,  4.80782, 427.84694, -12.62384, 14.66639, -5.16205, -6.76576, -3.44008, 381.91753, -12.31405, -20.35243,  4.11756
 4.96156,  4.39336, 426.60561, -12.54640, 14.62126, -5.27427, -6.92978, -3.31574, 381.91753, -12.31405, -20.35243,  4.10892
 5.12557,  4.43480, 426.19183, -12.62384, 14.57613, -5.27427, -7.13480, -3.27429, 381.50375, -12.39150, -20.30730,  4.16072
 5.33060,  4.51770, 426.19183, -12.62384, 14.57613, -5.23111, -7.09380, -3.44008, 382.74509, -12.46895, -20.35243,  4.03123
 5.16658,  4.80782, 426.19183, -12.62384, 14.57613, -5.16205, -6.72475, -3.48153, 383.15887, -12.54640, -20.39756,  4.16935
