
24.31573,  0.87038, 445.22564, -10.68767,  5.27990, -1.46747, -23.29061, -1.86510, 386.88287, -15.02470, -22.02214,  0.94954
24.52075,  1.16051, 445.22564, -10.68767,  5.27990, -1.46747, -23.33162, -1.74076, 386.88287, -15.02470, -22.02214,  1.01860
24.76678,  1.57498, 445.22564, -10.68767,  5.27990, -1.47610, -23.49563, -0.91183, 386.46909, -14.79235, -22.06727,  0.98407
24.47974,  2.77693, 445.22564, -10.68767,  5.27990, -1.42431, -23.00358, -0.45591, 386.88287, -14.86980, -22.11240,  1.02723
24.60276,  3.06706, 446.88075, -10.68767,  5.27990, -1.64875, -23.12659, -0.04145, 388.12421, -14.94725, -22.24778,  1.06176
24.76678,  4.06178, 448.12209, -10.76512,  5.32503, -1.51063, -22.71655,  0.45591, 391.43444, -15.02470, -22.38316,  1.19987
24.35673,  4.47625, 451.43231, -10.92001,  5.41528, -1.57969, -22.92157,  0.58025, 394.74466, -15.17959, -22.65393,  1.18261
24.23372,  4.97361, 454.32876, -10.99746,  5.55066, -1.56243, -22.67554,  0.87038, 397.22733, -15.48938, -22.83444,  1.28620
24.43874,  5.05650, 455.98388, -10.99746,  5.55066, -1.64875, -22.34751,  0.70459, 399.29623, -15.64427, -22.96982,  1.27756
24.60276,  5.18084, 455.98388, -10.99746,  5.55066, -1.52790, -22.63454,  0.41447, 398.46867, -15.56682, -22.96982,  1.22577
24.47974,  5.76110, 454.32876, -10.99746,  5.55066, -1.58832, -22.79856,  0.37302, 397.22733, -15.48938, -22.83444,  1.30346
24.19271,  5.34663, 453.50121, -11.15235,  5.55066, -1.59696, -22.92157,  0.08289, 397.22733, -15.64427, -22.74418,  1.32936
23.74166,  5.01506, 453.08743, -11.22980,  5.50554, -1.51927, -23.16760, -0.66315, 395.57222, -15.64427, -22.74418,  1.20851
24.06970,  4.31046, 452.67365, -11.30724,  5.55066, -1.54516, -23.04458, -1.49208, 395.98600, -15.87661, -22.69905,  1.32073
23.78267,  3.89599, 451.43231, -11.53959,  5.59579, -1.51927, -23.20860, -1.94800, 395.98600, -15.87661, -22.69905,  1.11355
23.65965,  3.35719, 450.60476, -11.84937,  5.59579, -1.46747, -23.29061, -2.77693, 396.39978, -15.95406, -22.74418,  1.12218
23.70066,  2.19668, 448.94964, -11.92682,  5.55066, -1.52790, -23.12659, -2.90127, 395.15844, -16.03150, -22.69905,  1.03586
23.74166,  1.86510, 447.70831, -12.00427,  5.50554, -1.41568, -22.79856, -2.85983, 394.74466, -16.10895, -22.65393,  1.13082
23.20860,  1.11906, 446.05319, -12.31405,  5.50554, -1.42431, -23.04458, -3.02561, 394.33089, -16.18640, -22.69905,  1.00997
23.53664,  0.00000, 444.81186, -12.39150,  5.46041, -1.50200, -23.29061, -3.06706, 393.91711, -16.26385, -22.65393,  0.93228
23.45463,  0.20723, 442.74297, -12.46895,  5.46041, -1.46747, -22.83956, -2.52825, 393.08955, -16.18640, -22.60880,  1.00997
23.16760, -0.08289, 441.91541, -12.62384,  5.46041, -1.54516, -23.45463, -2.32102, 393.08955, -15.95406, -22.56367,  1.04450
23.78267,  0.04145, 441.08785, -12.77874,  5.46041, -1.45884, -23.16760, -2.03089, 391.02066, -15.95406, -22.47342,  1.00997
23.65965,  0.41447, 441.50163, -12.85618,  5.41528, -1.45021, -23.12659, -1.57498, 391.84821, -15.87661, -22.51854,  1.13945
23.94668,  0.58025, 443.15675, -12.85618,  5.50554, -1.46747, -23.16760, -0.87038, 392.67577, -15.87661, -22.51854,  1.11355
24.15171,  1.36774, 445.22564, -13.08852,  5.50554, -1.43294, -22.79856, -0.53881, 394.74466, -15.95406, -22.65393,  1.20851
23.86468,  1.98944, 450.19098, -13.24342,  5.59579, -1.46747, -22.79856, -0.37302, 397.64111, -16.18640, -22.87956,  1.32073
24.15171,  2.19668, 453.08743, -13.55320,  5.73117, -1.38115, -22.71655, -0.12434, 399.71001, -16.49619, -23.01495,  1.30346
23.61865,  2.15523, 457.22521, -13.70810,  5.73117, -1.38978, -22.67554, -0.04145, 400.53756, -16.65108, -23.10520,  1.29483
24.15171,  2.73549, 458.05277, -14.01789,  5.82143, -1.36389, -22.55253,  0.20723, 400.12378, -16.57363, -23.06007,  1.45021
24.15171,  2.81838, 458.88033, -14.01789,  5.91168, -1.42431, -22.67554, -0.24868, 398.88245, -16.65108, -22.92469,  1.26893
24.02869,  2.27957, 458.46655, -14.09533,  5.86655, -1.38115, -22.79856, -0.95328, 397.22733, -16.57363, -22.83444,  1.27756
23.90568,  2.69404, 458.46655, -14.09533,  5.86655, -1.37252, -22.96257, -1.74076, 396.81356, -16.65108, -22.78931,  1.26893
23.70066,  1.82366, 458.46655, -14.25023,  5.95681, -1.31209, -22.79856, -2.36246, 396.81356, -16.80597, -22.78931,  1.19987
23.82367,  1.32630, 457.63899, -14.40512,  5.95681, -1.28620, -22.96257, -2.94272, 395.15844, -16.96087, -22.69905,  1.04450
23.82367,  0.66315, 456.39766, -14.56001,  5.86655, -1.32073, -22.71655, -3.48153, 395.15844, -16.96087, -22.69905,  1.08766
23.65965, -0.49736, 454.32876, -14.40512,  5.77630, -1.26030, -22.79856, -4.68348, 393.08955, -17.03831, -22.65393,  1.09629
23.74166, -0.87038, 450.60476, -14.40512,  5.77630, -1.19987, -22.59353, -4.10323, 393.08955, -17.03831, -22.56367,  0.94954
23.57764, -1.45064, 447.70831, -14.25023,  5.68605, -1.15671, -22.47052, -4.72493, 391.84821, -16.96087, -22.51854,  1.10492
23.12659, -2.19668, 445.63942, -14.17278,  5.64092, -1.26030, -22.79856, -4.47625, 390.19310, -16.80597, -22.42829,  1.00997
23.45463, -2.19668, 443.57052, -14.01789,  5.64092, -1.23440, -22.75755, -3.56442, 388.95177, -16.65108, -22.33804,  1.00133
23.86468, -2.19668, 441.91541, -14.01789,  5.64092, -1.18261, -23.12659, -3.68876, 389.36554, -16.65108, -22.33804,  1.09629
23.57764, -1.57498, 441.50163, -13.78555,  5.50554, -1.24304, -22.59353, -3.14995, 388.95177, -16.41874, -22.29291,  1.08766
23.94668, -1.11906, 441.91541, -13.70810,  5.55066, -1.17398, -22.75755, -2.56970, 388.95177, -16.41874, -22.29291,  1.03586
23.90568, -0.33157, 441.50163, -13.47576,  5.50554, -1.19124, -22.34751, -1.82366, 390.19310, -16.34129, -22.33804,  1.19124
24.06970,  0.58025, 442.32919, -13.16597,  5.59579, -1.19987, -22.47052, -0.78749, 390.60688, -16.26385, -22.38316,  1.15671
24.11070,  1.07762, 443.98430, -13.32086,  5.59579, -1.28620, -22.22449, -0.37302, 393.08955, -16.26385, -22.56367,  1.31209
24.27472,  1.90655, 447.29453, -13.16597,  5.64092, -1.35525, -22.14248, -0.45591, 397.22733, -16.41874, -22.83444,  1.30346
24.39774,  2.52825, 451.84609, -13.39831,  5.68605, -1.26030, -22.01947, -0.08289, 399.71001, -16.65108, -23.01495,  1.31209
24.27472,  3.14995, 455.57010, -13.39831,  5.82143, -1.21714, -22.51152, -0.04145, 403.02023, -16.80597, -23.19545,  1.45884
23.90568,  3.77165, 457.22521, -13.39831,  5.91168, -1.27756, -22.38851, -0.08289, 404.26157, -16.88342, -23.42109,  1.43294
24.39774,  3.89599, 456.81143, -13.32086,  5.86655, -1.32936, -22.83956,  0.00000, 404.26157, -16.88342, -23.24058,  1.42431
23.90568,  3.81310, 454.32876, -13.16597,  5.86655, -1.29483, -22.55253, -0.12434, 402.60645, -16.72853, -23.15033,  1.49337
24.06970,  3.68876, 451.01854, -12.85618,  5.82143, -1.27756, -22.67554, -0.91183, 400.12378, -16.72853, -23.06007,  1.37252
23.86468,  3.68876, 448.53587, -12.77874,  5.68605, -1.34662, -22.79856, -1.45064, 400.12378, -16.72853, -22.96982,  1.34662
23.65965,  2.94272, 446.05319, -12.70129,  5.73117, -1.22577, -23.04458, -2.48680, 399.71001, -16.80597, -22.92469,  1.19124
23.37262,  2.19668, 444.39808, -12.85618,  5.64092, -1.29483, -22.71655, -3.02561, 400.53756, -16.96087, -22.92469,  1.11355
23.16760,  1.07762, 441.50163, -12.70129,  5.64092, -1.21714, -22.92157, -3.93744, 400.12378, -17.03831, -22.96982,  1.05313
22.79856,  0.70459, 438.60518, -12.54640,  5.59579, -1.37252, -23.04458, -3.85455, 400.12378, -16.88342, -22.96982,  1.07039
23.41362,  0.04145, 435.29495, -12.54640,  5.59579, -1.26893, -23.04458, -4.26902, 400.53756, -16.80597, -22.92469,  1.07039
22.96257,  0.00000, 433.22606, -12.31405,  5.46041, -1.28620, -23.00358, -3.77165, 400.12378, -16.88342, -22.96982,  0.97544
